Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
269,8/4/2004,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,27,28,40,78
269,8/7/2004,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,35,26,60,107
269,18-08-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,33,26,53,104
269,21-08-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,26,22,40,99
269,25-08-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,26,25,42,61
269,28-08-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,38,27,50,115
269,9/1/2004,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,27,17,30,78
269,9/4/2004,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,26,16,42,112
269,9/8/2004,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,22,18,54,131
269,9/11/2004,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,21,16,74,123
269,15-09-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,22,21,82,117
269,18-09-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,20,18,41,108
269,22-09-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,24,20,40,118
269,25-09-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,26,18,45,87
269,29-09-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,27,18,31,102
269,10/2/2004,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,52,26,43,93
269,10/6/2004,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,39,27,60,102
269,10/9/2004,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,46,22,57,107
269,13-10-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,35,26,51,94
269,16-10-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,42,23,42,113
269,20-10-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,30,22,50,97
269,23-10-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,25,25,60,86
269,27-10-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,32,27,41,70
269,30-10-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,32,21,33,106
269,11/3/2004,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,37,30,110,174
269,11/6/2004,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,35,41,126,189
269,11/10/2004,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,29,28,125,178
269,13-11-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,33,43,118,180
269,17-11-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,47,30,117,180
269,20-11-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,38,26,120,183
269,24-11-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,42,26,113,183
269,27-11-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,30,34,82,160
269,12/1/2004,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,41,28,103,160
269,12/4/2004,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,41,29,101,156
269,12/8/2004,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,36,26,93,153
269,12/11/2004,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,40,29,110,166
269,15-12-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,31,28,110,160
269,18-12-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,27,38,110,150
269,22-12-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,47,28,131,159
269,25-12-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,30,30,78,141
269,29-12-04,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura, Nasik","K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,32,42,83,146
280,1/1/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",31,26,38,86
280,1/5/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",33,31,92,151
280,1/8/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",30,29,108,160
280,1/12/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",27,25,112,200
280,15-01-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",26,27,113,225
280,19-01-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",31,29,147,231
280,22-01-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",42,25,148,227
280,29-01-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",36,21,155,235
280,2/2/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",38,27,126,171
280,2/5/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",44,27,155,210
280,2/9/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",31,31,108,183
280,2/12/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",28,31,104,157
280,16-02-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",30,30,107,173
280,19-02-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",30,24,130,188
280,23-02-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",35,22,109,179
280,26-02-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",43,27,106,156
280,3/1/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",39,31,61,135
280,3/4/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",39,28,47,147
280,3/8/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",47,29,94,205
280,3/11/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",37,39,75,202
280,15-03-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",41,28,77,210
280,18-03-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",48,39,104,182
280,22-03-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",41,27,88,149
280,25-03-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",34,32,62,121
280,29-03-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",33,25,73,121
280,4/1/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",40,32,66,131
280,4/5/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",34,23,66,128
280,4/8/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",45,21,87,149
280,4/12/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",40,27,110,175
280,15-04-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",32,37,88,145
280,19-04-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",24,39,92,162
280,22-04-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",42,25,110,176
280,26-04-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",37,27,120,171
280,29-04-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",29,22,78,119
280,5/3/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",45,35,98,178
280,5/6/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",47,28,116,197
280,5/10/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",45,37,80,168
280,13-05-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",33,45,103,160
280,17-05-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",44,44,72,135
280,20-05-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",30,34,112,146
280,24-05-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",26,37,106,158
280,27-05-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",25,34,93,154
280,31-05-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",26,29,77,115
280,6/3/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",39,28,90,161
280,6/7/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",47,24,110,179
280,6/10/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",42,27,112,166
280,14-06-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",36,27,89,173
280,17-06-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",42,30,92,182
280,21-06-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",27,26,75,162
280,24-06-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",37,29,77,164
280,28-06-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",24,24,93,153
280,7/1/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",41,20,45,71
280,7/5/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",40,21,48,84
280,7/8/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",34,23,35,93
280,7/12/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",27,25,33,85
280,15-07-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",24,23,41,75
280,19-07-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",26,19,33,80
280,22-07-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",21,23,38,66
280,26-07-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",23,19,42,61
280,29-07-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",17,28,35,64
280,8/5/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",44,38,103,216
280,8/9/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",44,36,90,190
280,8/12/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",25,34,85,127
280,19-08-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",28,28,60,80
280,23-08-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",42,35,107,244
280,26-08-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",35,30,92,200
280,30-08-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",36,31,80,170
280,9/2/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",39,29,30,66
280,9/6/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",42,28,34,81
280,9/9/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",35,22,42,86
280,13-09-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",40,32,64,104
280,20-09-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",27,22,36,59
280,23-09-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",20,29,43,79
280,27-09-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",24,27,49,83
280,30-09-04,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",33,27,55,82
280,10/7/2004,Maharashtra,Nashik,Nasik Municipal Council Bldg. Nasik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",31,30,62,115
